"Electricity statistics (MW/GWh) by Country/area, Technology, Data Type, Grid connection and Year"

"Country/area","Technology","Data Type","Grid connection","Year",Electricity statistics (MW/GWh)
"Australia","Other non-renewable energy","Electricity Generation (GWh)","All","2020",-
"Australia","Other non-renewable energy","Electricity Generation (GWh)","On-grid","2020",-
"Australia","Other non-renewable energy","Electricity Generation (GWh)","Off-grid","2020",-
"Australia","Other non-renewable energy","Electricity Installed Capacity (MW)","All","2020",-
"Australia","Other non-renewable energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Australia","Other non-renewable energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Austria","Total Renewable","Electricity Generation (GWh)","All","2020",55423.58
"Austria","Total Renewable","Electricity Generation (GWh)","On-grid","2020",55423.58
"Austria","Total Renewable","Electricity Generation (GWh)","Off-grid","2020",-
"Austria","Total Renewable","Electricity Installed Capacity (MW)","All","2020",21155.59
"Austria","Total Renewable","Electricity Installed Capacity (MW)","On-grid","2020",21147.40
"Austria","Total Renewable","Electricity Installed Capacity (MW)","Off-grid","2020",8.20
"Austria","Solar photovoltaic","Electricity Generation (GWh)","All","2020",2042.93
"Austria","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2020",2042.93
"Austria","Solar photovoltaic","Electricity Generation (GWh)","Off-grid","2020",-
"Austria","Solar photovoltaic","Electricity Installed Capacity (MW)","All","2020",2042.93
"Austria","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2020",2034.74
"Austria","Solar photovoltaic","Electricity Installed Capacity (MW)","Off-grid","2020",8.20
"Austria","Solar thermal energy","Electricity Generation (GWh)","All","2020",-
"Austria","Solar thermal energy","Electricity Generation (GWh)","On-grid","2020",-
"Austria","Solar thermal energy","Electricity Generation (GWh)","Off-grid","2020",-
"Austria","Solar thermal energy","Electricity Installed Capacity (MW)","All","2020",-
"Austria","Solar thermal energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Austria","Solar thermal energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Austria","Onshore wind energy","Electricity Generation (GWh)","All","2020",6791.53
"Austria","Onshore wind energy","Electricity Generation (GWh)","On-grid","2020",6791.53
"Austria","Onshore wind energy","Electricity Generation (GWh)","Off-grid","2020",-
"Austria","Onshore wind energy","Electricity Installed Capacity (MW)","All","2020",3225.98
"Austria","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",3225.98
"Austria","Onshore wind energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Austria","Offshore wind energy","Electricity Generation (GWh)","All","2020",-
"Austria","Offshore wind energy","Electricity Generation (GWh)","On-grid","2020",-
"Austria","Offshore wind energy","Electricity Generation (GWh)","Off-grid","2020",-
"Austria","Offshore wind energy","Electricity Installed Capacity (MW)","All","2020",-
"Austria","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Austria","Offshore wind energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Austria","Renewable hydropower","Electricity Generation (GWh)","All","2020",41998.03
"Austria","Renewable hydropower","Electricity Generation (GWh)","On-grid","2020",41998.03
"Austria","Renewable hydropower","Electricity Generation (GWh)","Off-grid","2020",-
"Austria","Renewable hydropower","Electricity Installed Capacity (MW)","All","2020",8903.21
"Austria","Renewable hydropower","Electricity Installed Capacity (MW)","On-grid","2020",8903.21
"Austria","Renewable hydropower","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Austria","Mixed Hydro Plants","Electricity Generation (GWh)","All","2020",-
"Austria","Mixed Hydro Plants","Electricity Generation (GWh)","On-grid","2020",-
"Austria","Mixed Hydro Plants","Electricity Generation (GWh)","Off-grid","2020",-
"Austria","Mixed Hydro Plants","Electricity Installed Capacity (MW)","All","2020",5731.30
"Austria","Mixed Hydro Plants","Electricity Installed Capacity (MW)","On-grid","2020",5731.30
"Austria","Mixed Hydro Plants","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Austria","Marine energy","Electricity Generation (GWh)","All","2020",-
"Austria","Marine energy","Electricity Generation (GWh)","On-grid","2020",-
"Austria","Marine energy","Electricity Generation (GWh)","Off-grid","2020",-
"Austria","Marine energy","Electricity Installed Capacity (MW)","All","2020",-
"Austria","Marine energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Austria","Marine energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Austria","Solid biofuels","Electricity Generation (GWh)","All","2020",3634.46
"Austria","Solid biofuels","Electricity Generation (GWh)","On-grid","2020",3634.46
"Austria","Solid biofuels","Electricity Generation (GWh)","Off-grid","2020",-
"Austria","Solid biofuels","Electricity Installed Capacity (MW)","All","2020",816.20
"Austria","Solid biofuels","Electricity Installed Capacity (MW)","On-grid","2020",816.20
"Austria","Solid biofuels","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Austria","Renewable municipal waste","Electricity Generation (GWh)","All","2020",327.70
"Austria","Renewable municipal waste","Electricity Generation (GWh)","On-grid","2020",327.70
"Austria","Renewable municipal waste","Electricity Generation (GWh)","Off-grid","2020",-
"Austria","Renewable municipal waste","Electricity Installed Capacity (MW)","All","2020",270.02
"Austria","Renewable municipal waste","Electricity Installed Capacity (MW)","On-grid","2020",270.02
"Austria","Renewable municipal waste","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Austria","Liquid biofuels","Electricity Generation (GWh)","All","2020",0.14
"Austria","Liquid biofuels","Electricity Generation (GWh)","On-grid","2020",0.14
"Austria","Liquid biofuels","Electricity Generation (GWh)","Off-grid","2020",-
"Austria","Liquid biofuels","Electricity Installed Capacity (MW)","All","2020",0.46
"Austria","Liquid biofuels","Electricity Installed Capacity (MW)","On-grid","2020",0.46
"Austria","Liquid biofuels","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Austria","Biogas","Electricity Generation (GWh)","All","2020",628.71
"Austria","Biogas","Electricity Generation (GWh)","On-grid","2020",628.71
"Austria","Biogas","Electricity Generation (GWh)","Off-grid","2020",-
"Austria","Biogas","Electricity Installed Capacity (MW)","All","2020",164.58
"Austria","Biogas","Electricity Installed Capacity (MW)","On-grid","2020",164.58
"Austria","Biogas","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Austria","Geothermal energy","Electricity Generation (GWh)","All","2020",0.07
"Austria","Geothermal energy","Electricity Generation (GWh)","On-grid","2020",0.07
"Austria","Geothermal energy","Electricity Generation (GWh)","Off-grid","2020",-
"Austria","Geothermal energy","Electricity Installed Capacity (MW)","All","2020",0.92
"Austria","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2020",0.92
"Austria","Geothermal energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Austria","Total Non-Renewable","Electricity Generation (GWh)","All","2020",17134.58
"Austria","Total Non-Renewable","Electricity Generation (GWh)","On-grid","2020",17134.58
"Austria","Total Non-Renewable","Electricity Generation (GWh)","Off-grid","2020",-
"Austria","Total Non-Renewable","Electricity Installed Capacity (MW)","All","2020",5194.13
"Austria","Total Non-Renewable","Electricity Installed Capacity (MW)","On-grid","2020",5194.13
"Austria","Total Non-Renewable","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Austria","Pumped storage","Electricity Generation (GWh)","All","2020",3345.95
"Austria","Pumped storage","Electricity Generation (GWh)","On-grid","2020",3345.95
"Austria","Pumped storage","Electricity Generation (GWh)","Off-grid","2020",-
"Austria","Pumped storage","Electricity Installed Capacity (MW)","All","2020",-
"Austria","Pumped storage","Electricity Installed Capacity (MW)","On-grid","2020",-
"Austria","Pumped storage","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Austria","Coal and peat","Electricity Generation (GWh)","All","2020",2356.08
"Austria","Coal and peat","Electricity Generation (GWh)","On-grid","2020",2356.08
"Austria","Coal and peat","Electricity Generation (GWh)","Off-grid","2020",-
"Austria","Coal and peat","Electricity Installed Capacity (MW)","All","2020",-
"Austria","Coal and peat","Electricity Installed Capacity (MW)","On-grid","2020",-
"Austria","Coal and peat","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Austria","Oil","Electricity Generation (GWh)","All","2020",725.97
"Austria","Oil","Electricity Generation (GWh)","On-grid","2020",725.97
"Austria","Oil","Electricity Generation (GWh)","Off-grid","2020",-
"Austria","Oil","Electricity Installed Capacity (MW)","All","2020",-
"Austria","Oil","Electricity Installed Capacity (MW)","On-grid","2020",-
"Austria","Oil","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Austria","Natural gas","Electricity Generation (GWh)","All","2020",9954.69
"Austria","Natural gas","Electricity Generation (GWh)","On-grid","2020",9954.69
"Austria","Natural gas","Electricity Generation (GWh)","Off-grid","2020",-
"Austria","Natural gas","Electricity Installed Capacity (MW)","All","2020",-
"Austria","Natural gas","Electricity Installed Capacity (MW)","On-grid","2020",-
"Austria","Natural gas","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Austria","Fossil fuels n.e.s.","Electricity Generation (GWh)","All","2020",-
"Austria","Fossil fuels n.e.s.","Electricity Generation (GWh)","On-grid","2020",-
"Austria","Fossil fuels n.e.s.","Electricity Generation (GWh)","Off-grid","2020",-
"Austria","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","All","2020",4479.87
"Austria","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","On-grid","2020",4479.87
"Austria","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Austria","Nuclear","Electricity Generation (GWh)","All","2020",-
"Austria","Nuclear","Electricity Generation (GWh)","On-grid","2020",-
"Austria","Nuclear","Electricity Generation (GWh)","Off-grid","2020",-
"Austria","Nuclear","Electricity Installed Capacity (MW)","All","2020",-
"Austria","Nuclear","Electricity Installed Capacity (MW)","On-grid","2020",-
"Austria","Nuclear","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Austria","Other non-renewable energy","Electricity Generation (GWh)","All","2020",751.90
"Austria","Other non-renewable energy","Electricity Generation (GWh)","On-grid","2020",751.90
"Austria","Other non-renewable energy","Electricity Generation (GWh)","Off-grid","2020",-
"Austria","Other non-renewable energy","Electricity Installed Capacity (MW)","All","2020",714.26
"Austria","Other non-renewable energy","Electricity Installed Capacity (MW)","On-grid","2020",714.26
"Austria","Other non-renewable energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Azerbaijan","Total Renewable","Electricity Generation (GWh)","All","2020",1413.20
"Azerbaijan","Total Renewable","Electricity Generation (GWh)","On-grid","2020",1413.20
"Azerbaijan","Total Renewable","Electricity Generation (GWh)","Off-grid","2020",-
"Azerbaijan","Total Renewable","Electricity Installed Capacity (MW)","All","2020",1295.55
"Azerbaijan","Total Renewable","Electricity Installed Capacity (MW)","On-grid","2020",1295.55
"Azerbaijan","Total Renewable","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Azerbaijan","Solar photovoltaic","Electricity Generation (GWh)","All","2020",47.00
"Azerbaijan","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2020",47.00
"Azerbaijan","Solar photovoltaic","Electricity Generation (GWh)","Off-grid","2020",-
"Azerbaijan","Solar photovoltaic","Electricity Installed Capacity (MW)","All","2020",35.10
"Azerbaijan","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2020",35.10
"Azerbaijan","Solar photovoltaic","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Azerbaijan","Solar thermal energy","Electricity Generation (GWh)","All","2020",-
"Azerbaijan","Solar thermal energy","Electricity Generation (GWh)","On-grid","2020",-
"Azerbaijan","Solar thermal energy","Electricity Generation (GWh)","Off-grid","2020",-
"Azerbaijan","Solar thermal energy","Electricity Installed Capacity (MW)","All","2020",-
"Azerbaijan","Solar thermal energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Azerbaijan","Solar thermal energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Azerbaijan","Onshore wind energy","Electricity Generation (GWh)","All","2020",96.10
"Azerbaijan","Onshore wind energy","Electricity Generation (GWh)","On-grid","2020",96.10
"Azerbaijan","Onshore wind energy","Electricity Generation (GWh)","Off-grid","2020",-
"Azerbaijan","Onshore wind energy","Electricity Installed Capacity (MW)","All","2020",66.00
"Azerbaijan","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",66.00
"Azerbaijan","Onshore wind energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Azerbaijan","Offshore wind energy","Electricity Generation (GWh)","All","2020",-
"Azerbaijan","Offshore wind energy","Electricity Generation (GWh)","On-grid","2020",-
"Azerbaijan","Offshore wind energy","Electricity Generation (GWh)","Off-grid","2020",-
"Azerbaijan","Offshore wind energy","Electricity Installed Capacity (MW)","All","2020",-
"Azerbaijan","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Azerbaijan","Offshore wind energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Azerbaijan","Renewable hydropower","Electricity Generation (GWh)","All","2020",1069.50
"Azerbaijan","Renewable hydropower","Electricity Generation (GWh)","On-grid","2020",1069.50
"Azerbaijan","Renewable hydropower","Electricity Generation (GWh)","Off-grid","2020",-
"Azerbaijan","Renewable hydropower","Electricity Installed Capacity (MW)","All","2020",1149.40
"Azerbaijan","Renewable hydropower","Electricity Installed Capacity (MW)","On-grid","2020",1149.40
"Azerbaijan","Renewable hydropower","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Azerbaijan","Mixed Hydro Plants","Electricity Generation (GWh)","All","2020",-
"Azerbaijan","Mixed Hydro Plants","Electricity Generation (GWh)","On-grid","2020",-
"Azerbaijan","Mixed Hydro Plants","Electricity Generation (GWh)","Off-grid","2020",-
"Azerbaijan","Mixed Hydro Plants","Electricity Installed Capacity (MW)","All","2020",-
"Azerbaijan","Mixed Hydro Plants","Electricity Installed Capacity (MW)","On-grid","2020",-
"Azerbaijan","Mixed Hydro Plants","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Azerbaijan","Marine energy","Electricity Generation (GWh)","All","2020",-
"Azerbaijan","Marine energy","Electricity Generation (GWh)","On-grid","2020",-
"Azerbaijan","Marine energy","Electricity Generation (GWh)","Off-grid","2020",-
"Azerbaijan","Marine energy","Electricity Installed Capacity (MW)","All","2020",-
"Azerbaijan","Marine energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Azerbaijan","Marine energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Azerbaijan","Solid biofuels","Electricity Generation (GWh)","All","2020",-
"Azerbaijan","Solid biofuels","Electricity Generation (GWh)","On-grid","2020",-
"Azerbaijan","Solid biofuels","Electricity Generation (GWh)","Off-grid","2020",-
"Azerbaijan","Solid biofuels","Electricity Installed Capacity (MW)","All","2020",-
"Azerbaijan","Solid biofuels","Electricity Installed Capacity (MW)","On-grid","2020",-
"Azerbaijan","Solid biofuels","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Azerbaijan","Renewable municipal waste","Electricity Generation (GWh)","All","2020",200.60
"Azerbaijan","Renewable municipal waste","Electricity Generation (GWh)","On-grid","2020",200.60
"Azerbaijan","Renewable municipal waste","Electricity Generation (GWh)","Off-grid","2020",-
"Azerbaijan","Renewable municipal waste","Electricity Installed Capacity (MW)","All","2020",44.00
"Azerbaijan","Renewable municipal waste","Electricity Installed Capacity (MW)","On-grid","2020",44.00
"Azerbaijan","Renewable municipal waste","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Azerbaijan","Liquid biofuels","Electricity Generation (GWh)","All","2020",-
"Azerbaijan","Liquid biofuels","Electricity Generation (GWh)","On-grid","2020",-
"Azerbaijan","Liquid biofuels","Electricity Generation (GWh)","Off-grid","2020",-
"Azerbaijan","Liquid biofuels","Electricity Installed Capacity (MW)","All","2020",-
"Azerbaijan","Liquid biofuels","Electricity Installed Capacity (MW)","On-grid","2020",-
"Azerbaijan","Liquid biofuels","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Azerbaijan","Biogas","Electricity Generation (GWh)","All","2020",-
"Azerbaijan","Biogas","Electricity Generation (GWh)","On-grid","2020",-
"Azerbaijan","Biogas","Electricity Generation (GWh)","Off-grid","2020",-
"Azerbaijan","Biogas","Electricity Installed Capacity (MW)","All","2020",1.05
"Azerbaijan","Biogas","Electricity Installed Capacity (MW)","On-grid","2020",1.05
"Azerbaijan","Biogas","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Azerbaijan","Geothermal energy","Electricity Generation (GWh)","All","2020",-
"Azerbaijan","Geothermal energy","Electricity Generation (GWh)","On-grid","2020",-
"Azerbaijan","Geothermal energy","Electricity Generation (GWh)","Off-grid","2020",-
"Azerbaijan","Geothermal energy","Electricity Installed Capacity (MW)","All","2020",-
"Azerbaijan","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Azerbaijan","Geothermal energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Azerbaijan","Total Non-Renewable","Electricity Generation (GWh)","All","2020",24425.90
"Azerbaijan","Total Non-Renewable","Electricity Generation (GWh)","On-grid","2020",24425.90
"Azerbaijan","Total Non-Renewable","Electricity Generation (GWh)","Off-grid","2020",-
"Azerbaijan","Total Non-Renewable","Electricity Installed Capacity (MW)","All","2020",6326.10
"Azerbaijan","Total Non-Renewable","Electricity Installed Capacity (MW)","On-grid","2020",6326.10
"Azerbaijan","Total Non-Renewable","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Azerbaijan","Pumped storage","Electricity Generation (GWh)","All","2020",-
"Azerbaijan","Pumped storage","Electricity Generation (GWh)","On-grid","2020",-
"Azerbaijan","Pumped storage","Electricity Generation (GWh)","Off-grid","2020",-
"Azerbaijan","Pumped storage","Electricity Installed Capacity (MW)","All","2020",-
"Azerbaijan","Pumped storage","Electricity Installed Capacity (MW)","On-grid","2020",-
"Azerbaijan","Pumped storage","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Azerbaijan","Coal and peat","Electricity Generation (GWh)","All","2020",-
"Azerbaijan","Coal and peat","Electricity Generation (GWh)","On-grid","2020",-
"Azerbaijan","Coal and peat","Electricity Generation (GWh)","Off-grid","2020",-
"Azerbaijan","Coal and peat","Electricity Installed Capacity (MW)","All","2020",-
"Azerbaijan","Coal and peat","Electricity Installed Capacity (MW)","On-grid","2020",-
"Azerbaijan","Coal and peat","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Azerbaijan","Oil","Electricity Generation (GWh)","All","2020",48.90
"Azerbaijan","Oil","Electricity Generation (GWh)","On-grid","2020",48.90
"Azerbaijan","Oil","Electricity Generation (GWh)","Off-grid","2020",-
"Azerbaijan","Oil","Electricity Installed Capacity (MW)","All","2020",-
"Azerbaijan","Oil","Electricity Installed Capacity (MW)","On-grid","2020",-
"Azerbaijan","Oil","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Azerbaijan","Natural gas","Electricity Generation (GWh)","All","2020",24377.00
"Azerbaijan","Natural gas","Electricity Generation (GWh)","On-grid","2020",24377.00
"Azerbaijan","Natural gas","Electricity Generation (GWh)","Off-grid","2020",-
"Azerbaijan","Natural gas","Electricity Installed Capacity (MW)","All","2020",-
"Azerbaijan","Natural gas","Electricity Installed Capacity (MW)","On-grid","2020",-
"Azerbaijan","Natural gas","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Azerbaijan","Fossil fuels n.e.s.","Electricity Generation (GWh)","All","2020",-
"Azerbaijan","Fossil fuels n.e.s.","Electricity Generation (GWh)","On-grid","2020",-
"Azerbaijan","Fossil fuels n.e.s.","Electricity Generation (GWh)","Off-grid","2020",-
"Azerbaijan","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","All","2020",6326.10
"Azerbaijan","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","On-grid","2020",6326.10
"Azerbaijan","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Azerbaijan","Nuclear","Electricity Generation (GWh)","All","2020",-
"Azerbaijan","Nuclear","Electricity Generation (GWh)","On-grid","2020",-
"Azerbaijan","Nuclear","Electricity Generation (GWh)","Off-grid","2020",-
"Azerbaijan","Nuclear","Electricity Installed Capacity (MW)","All","2020",-
"Azerbaijan","Nuclear","Electricity Installed Capacity (MW)","On-grid","2020",-
"Azerbaijan","Nuclear","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Azerbaijan","Other non-renewable energy","Electricity Generation (GWh)","All","2020",-
"Azerbaijan","Other non-renewable energy","Electricity Generation (GWh)","On-grid","2020",-
"Azerbaijan","Other non-renewable energy","Electricity Generation (GWh)","Off-grid","2020",-
"Azerbaijan","Other non-renewable energy","Electricity Installed Capacity (MW)","All","2020",-
"Azerbaijan","Other non-renewable energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Azerbaijan","Other non-renewable energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Bahamas (the)","Total Renewable","Electricity Generation (GWh)","All","2020",13.34
"Bahamas (the)","Total Renewable","Electricity Generation (GWh)","On-grid","2020",11.34
"Bahamas (the)","Total Renewable","Electricity Generation (GWh)","Off-grid","2020",2.00
"Bahamas (the)","Total Renewable","Electricity Installed Capacity (MW)","All","2020",5.38
"Bahamas (the)","Total Renewable","Electricity Installed Capacity (MW)","On-grid","2020",4.30
"Bahamas (the)","Total Renewable","Electricity Installed Capacity (MW)","Off-grid","2020",1.08
"Bahamas (the)","Solar photovoltaic","Electricity Generation (GWh)","All","2020",6.07
"Bahamas (the)","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2020",4.86
"Bahamas (the)","Solar photovoltaic","Electricity Generation (GWh)","Off-grid","2020",1.21
"Bahamas (the)","Solar photovoltaic","Electricity Installed Capacity (MW)","All","2020",4.15
"Bahamas (the)","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2020",3.37
"Bahamas (the)","Solar photovoltaic","Electricity Installed Capacity (MW)","Off-grid","2020",0.78
"Bahamas (the)","Solar thermal energy","Electricity Generation (GWh)","All","2020",-
"Bahamas (the)","Solar thermal energy","Electricity Generation (GWh)","On-grid","2020",-
"Bahamas (the)","Solar thermal energy","Electricity Generation (GWh)","Off-grid","2020",-
"Bahamas (the)","Solar thermal energy","Electricity Installed Capacity (MW)","All","2020",-
"Bahamas (the)","Solar thermal energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Bahamas (the)","Solar thermal energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Bahamas (the)","Onshore wind energy","Electricity Generation (GWh)","All","2020",0.79
"Bahamas (the)","Onshore wind energy","Electricity Generation (GWh)","On-grid","2020",-
"Bahamas (the)","Onshore wind energy","Electricity Generation (GWh)","Off-grid","2020",0.79
"Bahamas (the)","Onshore wind energy","Electricity Installed Capacity (MW)","All","2020",0.30
"Bahamas (the)","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Bahamas (the)","Onshore wind energy","Electricity Installed Capacity (MW)","Off-grid","2020",0.30
"Bahamas (the)","Offshore wind energy","Electricity Generation (GWh)","All","2020",-
"Bahamas (the)","Offshore wind energy","Electricity Generation (GWh)","On-grid","2020",-
"Bahamas (the)","Offshore wind energy","Electricity Generation (GWh)","Off-grid","2020",-
"Bahamas (the)","Offshore wind energy","Electricity Installed Capacity (MW)","All","2020",-
"Bahamas (the)","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Bahamas (the)","Offshore wind energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Bahamas (the)","Renewable hydropower","Electricity Generation (GWh)","All","2020",-
"Bahamas (the)","Renewable hydropower","Electricity Generation (GWh)","On-grid","2020",-
"Bahamas (the)","Renewable hydropower","Electricity Generation (GWh)","Off-grid","2020",-
"Bahamas (the)","Renewable hydropower","Electricity Installed Capacity (MW)","All","2020",-
"Bahamas (the)","Renewable hydropower","Electricity Installed Capacity (MW)","On-grid","2020",-
"Bahamas (the)","Renewable hydropower","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Bahamas (the)","Mixed Hydro Plants","Electricity Generation (GWh)","All","2020",-
"Bahamas (the)","Mixed Hydro Plants","Electricity Generation (GWh)","On-grid","2020",-
"Bahamas (the)","Mixed Hydro Plants","Electricity Generation (GWh)","Off-grid","2020",-
"Bahamas (the)","Mixed Hydro Plants","Electricity Installed Capacity (MW)","All","2020",-
"Bahamas (the)","Mixed Hydro Plants","Electricity Installed Capacity (MW)","On-grid","2020",-
"Bahamas (the)","Mixed Hydro Plants","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Bahamas (the)","Marine energy","Electricity Generation (GWh)","All","2020",-
"Bahamas (the)","Marine energy","Electricity Generation (GWh)","On-grid","2020",-
"Bahamas (the)","Marine energy","Electricity Generation (GWh)","Off-grid","2020",-
"Bahamas (the)","Marine energy","Electricity Installed Capacity (MW)","All","2020",-
"Bahamas (the)","Marine energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Bahamas (the)","Marine energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Bahamas (the)","Solid biofuels","Electricity Generation (GWh)","All","2020",-
"Bahamas (the)","Solid biofuels","Electricity Generation (GWh)","On-grid","2020",-
"Bahamas (the)","Solid biofuels","Electricity Generation (GWh)","Off-grid","2020",-
"Bahamas (the)","Solid biofuels","Electricity Installed Capacity (MW)","All","2020",-
"Bahamas (the)","Solid biofuels","Electricity Installed Capacity (MW)","On-grid","2020",-
"Bahamas (the)","Solid biofuels","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Bahamas (the)","Renewable municipal waste","Electricity Generation (GWh)","All","2020",-
"Bahamas (the)","Renewable municipal waste","Electricity Generation (GWh)","On-grid","2020",-
"Bahamas (the)","Renewable municipal waste","Electricity Generation (GWh)","Off-grid","2020",-
"Bahamas (the)","Renewable municipal waste","Electricity Installed Capacity (MW)","All","2020",-
"Bahamas (the)","Renewable municipal waste","Electricity Installed Capacity (MW)","On-grid","2020",-
"Bahamas (the)","Renewable municipal waste","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Bahamas (the)","Liquid biofuels","Electricity Generation (GWh)","All","2020",-
"Bahamas (the)","Liquid biofuels","Electricity Generation (GWh)","On-grid","2020",-
"Bahamas (the)","Liquid biofuels","Electricity Generation (GWh)","Off-grid","2020",-
"Bahamas (the)","Liquid biofuels","Electricity Installed Capacity (MW)","All","2020",-
"Bahamas (the)","Liquid biofuels","Electricity Installed Capacity (MW)","On-grid","2020",-
"Bahamas (the)","Liquid biofuels","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Bahamas (the)","Biogas","Electricity Generation (GWh)","All","2020",6.48
"Bahamas (the)","Biogas","Electricity Generation (GWh)","On-grid","2020",6.48
"Bahamas (the)","Biogas","Electricity Generation (GWh)","Off-grid","2020",-
"Bahamas (the)","Biogas","Electricity Installed Capacity (MW)","All","2020",0.93
"Bahamas (the)","Biogas","Electricity Installed Capacity (MW)","On-grid","2020",0.93
"Bahamas (the)","Biogas","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Bahamas (the)","Geothermal energy","Electricity Generation (GWh)","All","2020",-
"Bahamas (the)","Geothermal energy","Electricity Generation (GWh)","On-grid","2020",-
"Bahamas (the)","Geothermal energy","Electricity Generation (GWh)","Off-grid","2020",-
"Bahamas (the)","Geothermal energy","Electricity Installed Capacity (MW)","All","2020",-
"Bahamas (the)","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Bahamas (the)","Geothermal energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Bahamas (the)","Total Non-Renewable","Electricity Generation (GWh)","All","2020",1735.78
"Bahamas (the)","Total Non-Renewable","Electricity Generation (GWh)","On-grid","2020",1735.78
"Bahamas (the)","Total Non-Renewable","Electricity Generation (GWh)","Off-grid","2020",-
"Bahamas (the)","Total Non-Renewable","Electricity Installed Capacity (MW)","All","2020",900.00
"Bahamas (the)","Total Non-Renewable","Electricity Installed Capacity (MW)","On-grid","2020",900.00
